,FUNC_NAME,FUNC_LINE_NO
9133,sdm_return_t decomp_set_nsp_mode_normal(decomp_handle_t decomp_handle),755
9134,"sdm_return_t decomp_setup_ip_addr(decomp_handle_t decomp_handle,",780
9135,"sdm_return_t decomp_setup_rowpred(decomp_handle_t decomp_handle,",813
9136,"sdm_return_t decomp_setup_2d_threads(decomp_handle_t decomp_handle,",844
9137,"sdm_return_t decomp_setup_2d_info_rows(decomp_handle_t decomp_handle, uint32_t number_of_rows)",875
9138,"sdm_return_t decomp_setup_2d_framesize(decomp_handle_t decomp_handle,",899
9139,"sdm_return_t decomp_setup_2d_params(decomp_handle_t decomp_handle,",959
9140,"sdm_return_t decomp_setup_2d_offsets(decomp_handle_t decomp_handle,",1008
9141,"sdm_return_t decomp_setup_2d_eram(decomp_handle_t decomp_handle,",1074
9142,"sdm_return_t decomp_setup_2d_pr(decomp_handle_t decomp_handle,",1139
9143,"sdm_return_t decomp_setup_2d_dft_s3_framesize(decomp_handle_t decomp_handle, uint32_t framesize)",1197
9144,Copyright (2019) Intel Corporation,3
9145,"source code (""Material"") are owned by Intel Corporation or its suppliers or",6
9146,/*! DDR4 Operating modes (3'bxxx) */,120
9147,STATIC sdram_type_t hps_get_sdram_type(void),166
9148,void hps_fsbl_set_reset_reason(uint8_t reset_reason),179
9149,void hps_fsbl_set_ddr_hash_result(bool hash_match),191
9150,"void hps_fsbl_set_boot_scratch(bool is_ddr_retain, bool is_hw_soln, bool is_sdram_dbe, bool is_sdram_init_fail)",215
9151,void hps_cold_reset_tune(bool is_ddr_retain),240
9152,STATIC void hps_disable_f2s_bridge(void),259
9153,STATIC void hps_mpfe_noc_idle_req(void),311
9154,STATIC void hps_mpfe_noc_idle_req_disable(void),335
9155,STATIC void hps_sdram_poll_data_q_empty(sdram_type_t ddr),347
9156,STATIC void hps_sdram_poll_cmd_pipeline_empty(void),399
9157,void hps_fence_drain_sdram(void),421
9158,sdm_return_t hps_poll_cpa_lock(uint32_t ddr_width),433
9159,void hps_iocsr_clock_gate(uint32_t ddr_width),439
9160,void hps_ccu_init(void),445
9161,sdm_return_t hps_poll_pll_lock(uint32_t ddr_width),518
9162,sdm_return_t hps_ddr_cal_request(void),524
9163,sdm_return_t  hps_ddr_cal_clear(void),530
9164,sdm_return_t  hps_reset_hmc_request(void),536
9165,sdm_return_t hps_reset_hmc_clear(void),542
9166,Steps below for DFI Frequency Change operation (Step-B above),563
9167,void hps_sdram_lp3_entry(void),569
9168,is fixed in hardware or not (DM specific),729
9169,@return \e true if the HW fix is available (for future DM devices),730
9170,"TODO: (4/28/21): Once we have hardware with a fix, we should call down ",738
9171,(5/18/21): It is confirmed that the hw fix will be available in upcoming variants of DM (DM3/DM6).,743
9172,bool has_sdm2hps_psi_reset(void),745
9173,This function checks the DBE (Double Bit Error/ECC uncorrected error) status of DDR4/LPDD4 memory,755
9174,bool hps_is_sdram_dbe(void),760
9175,This error (SDRAM init failure) is conveyed by HPS FSBL through bit[30] of boot_scratch_por8 register.,790
9176,bool hps_is_sdram_init_fail(void),792
9177,Copyright (2017) Intel Corporation,3
9178,"source code (""Material"") are owned by Intel Corporation or its suppliers or",6
9179,"efuse_handle_t efuse_open(br_efuse_t *p_efuse, br_efuse_t *p_efuse_reload_cache)",65
9180,sdm_return_t efuse_close(efuse_handle_t handle),88
9181,"static void alt_sdm_read_efuse_field(uint8_t startbank, uint8_t startrow, uint8_t startoffset, uint8_t fieldsize, uint32_t fieldidx,",106
9182,"static uint32_t bitreverse_data(uint32_t data, uint8_t bitlen)",139
9183,"void cmf_efuse_field_init(cmf_efuse_field_t *p_efuse_field, const uint32_t *p_start)",157
9184,"uint32_t cmf_efuse_get_field(cmf_efuse_field_t *p_efuse_field, uint32_t size)",174
9185,void cmf_efuse_get_chipid(uint32_t p_data[2]),206
9186,void cmf_efuse_get_ult(uint32_t p_data[4]),217
9187,sdm_return_t cmf_efuse_compare_ulthash(const uint32_t *p_data),234
9188,uint32_t cmf_efuse_get_int_osc_trim(void),268
9189,uint32_t cmf_efuse_get_hps_int_osc_trim(void),278
9190,uint32_t cmf_efuse_get_uhdsp_1rw(void),291
9191,uint32_t cmf_efuse_get_hs2p_1r1w(void),303
9192,uint32_t cmf_efuse_get_uhd2p_1r1w(void),320
9193,uint32_t cmf_efuse_get_hps_ram_config_1r1w(void),331
9194,uint32_t cmf_efuse_get_hps_ram_config_1rw(void),342
9195,uint32_t cmf_efuse_get_hps_mpu_config_1r1w(void),353
9196,uint32_t cmf_efuse_get_hps_mpu_config_1rw(void),364
9197,"sdm_return_t cmf_efuse_get_hps_mem_repair(uint32_t *p_data, uint32_t num_rows)",373
9198,"sdm_return_t cmf_efuse_get_lsm_mem_repair(uint32_t *p_data, uint32_t num_rows)",398
9199,"sdm_return_t cmf_efuse_get_crete_dd(uint32_t *p_data, uint32_t num_rows)",410
9200,uint32_t cmf_efuse_get_bg_trim(void),438
9201,uint32_t cmf_efuse_get_jtag_id(void),452
9202,uint32_t cmf_efuse_get_subdev_id(void),473
9203,void cmf_efuse_get_vid(uint32_t *p_data),484
9204,uint32_t cmf_efuse_get_vr_aux_trim(void),498
9205,uint32_t cmf_efuse_get_io_aux_trim(void),508
9206,uint32_t cmf_efuse_get_rma_counter_bit(void),518
9207,uint32_t cmf_efuse_get_crc1en(void),526
9208,uint32_t cmf_efuse_get_vr_leaf_ctrl_bf(uint32_t sector),537
9209,"sdm_return_t cmf_efuse_get_crete_location_info(uint8_t *p_data, uint32_t num_cretes)",547
9210,"sdm_return_t cmf_efuse_get_uib_location_info(uint8_t *p_data, uint32_t num_uib)",599
9211,@brief This functions gets the aib redundancy info from fuse bank given AIB index (from 0..5),626
9212,@param aib_pos is a the position of AIB as an index from (0...5),627
9213,"sdm_return_t cmf_efuse_get_aib_redundancy(uint8_t aib_pos, uint32_t *p_data)",631
9214,"void alt_sdm_read_eram_repair_efuse(int fieldidx, uint32_t *eram_fusefield)",683
9215,"void alt_sdm_read_esram_repair_efuse(int fieldidx, uint32_t *esram_fusefield)",694
9216,void alt_sdm_read_esram_config_efuse(uint32_t *esram_fusefield),703
9217,void alt_sdm_read_dts_overtemp_efuse(uint32_t *dts_overtemp) {,712
9218,"void alt_sdm_read_dts_trim_efuse(uint32_t index, uint32_t *dts_trim, uint32_t *remote_dts_trim)",722
9219,"sdm_return_t cmf_efuse_get_vadc_trim(uint32_t * vadc_rvsvcmtrim, uint32_t * vadc_rvsreftrim, uint32_t * vadc_rvsibiasstg1, uint32_t * vadc_rvsibiasstg23,uint32_t * vadc_rvsibiasvrefbuf,uint32_t * vadc_rvscompdlyctrl)",731
9220,sdm_return_t cmf_efuse_get_vadc_adjust(vadc_adjust_fuse_t * const vadc_adjust_fuse),742
9221,"sdm_return_t cmf_efuse_get_bad_sector_rows(efuse_bad_row_s *p_rows, uint32_t total_rows)",758
9222,bool is_production_fuse_blown(void),770
9223,bool is_untested_fuse_blown(void),797
9224,bool is_no_sgx_fuse_blown(void),824
9225,bool is_nl_part_fuse_blown(void),846
9226,bool is_hps_disable_fuse_blown(void),867
9227,bool is_engineering_fuse_blown(void),887
9228,bool is_user_root_pubkey_blown(void),909
9229,bool is_jtag_disable_fuse_blown(void),934
9230,bool is_key_prog_start_fuse_blown(void),956
9231,bool is_key_prog_end_fuse_blown(void),977
9232,bool is_service_root_key_prog_start_fuse_blown(void),999
9233,bool is_service_root_key_prog_end_fuse_blown(void),1020
9234,uint32_t cmf_efuse_get_security_version(void),1042
9235,bool is_hps_jtag_disable_fuse_blown(void),1058
9236,sdm_return_t cmf_efuse_get_force_pki_slct(cmf_efuse_force_pki_slct_t *p_data),1084
9237,bool is_force_pki_slct_blown(void),1136
9238,bool is_joint_cmf_pka_blown(void),1163
9239,bool is_puf_license_reg_fuse_blown(void),1187
9240,bool is_user_iid_puf_enroll_disable_fuse_blown(void),1218
9241,"uint32_t cmf_efuse_get_user_public_key(uint32_t *p_data, uint32_t n)",1240
9242,"uint32_t cmf_efuse_get_user_public_key_cancel(uint32_t *p_data, uint32_t n)",1275
9243,uint32_t cmf_efuse_get_user_public_key_disable(void),1308
9244,"uint32_t cmf_efuse_get_counter(uint32_t *p_data, cmf_efuse_counter_type_t type)",1317
9245,"sdm_return_t cmf_efuse_get_public_key(uint32_t *p_data, cmf_efuse_pubkey_slct_t pubkey_slct, uint32_t msw_only)",1370
9246,"uint32_t cmf_efuse_get_key_cancellation(uint32_t *p_data, cmf_efuse_pubkey_slct_t pubkey_slct)",1430
9247,"sdm_return_t cmf_efuse_get_owned_constant_fuses(uint32_t *p_data, uint32_t num_rows, iid_puf_type_t iid_puf_type)",1470
9248,uint32_t cmf_efuse_get_oldest_working_psg_key_id(void),1523
9249,uint32_t cmf_efuse_get_most_significant_cancelled_key_id(uint32_t *p_data),1587
9250,"void cmf_efuse_generate_key_cancel_bitmask(uint32_t *p_data, uint32_t key_id)",1651
9251,bool is_intel_signing_key_cancelled(uint32_t keyid),1665
9252,bool is_intel_puf_enroll_fuse_blown(void),1701
9253,uint32_t cmf_efuse_get_key_disable_value(cmf_efuse_aes_root_key_disable_slct_t key),1730
9254,"sdm_return_t cmf_efuse_get_silicon_unique_data_hash(const crypto_context_t * const ctx,",1780
9255,sdm_return_t altera_sdm_efuse_aes_key_prog_start_write(uint32_t is_virtual_write),1905
9256,sdm_return_t altera_sdm_efuse_aes_key_prog_end_write(uint32_t is_virtual_write),1929
9257,"sdm_return_t altera_sdm_efuse_aes_security_version_write(uint32_t key_id, uint32_t is_virtual_write)",1953
9258,"sdm_return_t altera_sdm_efuse_puf_key_write(uint32_t *p_data, uint32_t data_len, uint32_t idx)",1978
9259,sdm_return_t cmf_efuse_get_cbssm_redundancy(uint32_t *p_data),2010
9260,uint32_t cmf_efuse_get_env_mon_voltage_k3_fuse(void),2033
9261,uint32_t cmf_efuse_get_env_mon_voltage_n0_fuse(void),2042
9262,uint32_t cmf_efuse_get_env_mon_a_calib_fuse(void),2051
9263,uint32_t cmf_efuse_get_env_mon_b_calib_fuse(void),2060
9264,uint32_t cmf_efuse_get_hps_ddr_config_1r1w(void),2071
9265,uint32_t cmf_efuse_get_hps_ddr_config_1rw(void),2081
9266,sdm_return_t altera_sdm_efuse_eng_fuse_write(uint32_t is_virtual_write),2092
9267,"sdm_return_t cmf_efuse_get_fuses_to_generate_puf_attestation_cert(uint32_t* p_data, uint32_t num_rows)",2112
9268,sdm_return_t cmf_efuse_get_sigma_public_values(uint32_t* p_data),2139
9269,"sdm_return_t cmf_efuse_get_bootrom_patch_values(uint32_t* p_data, uint32_t size)",2169
9270,bool is_secondary_owner_pubkey_hash_fuse_blown(void),2191
9271,Copyright (2020) Intel Corporation,3
9272,"source code (""Material"") are owned by Intel Corporation or its suppliers or",6
9273,uint32_t get_bist_flag_quad_redundant_status(void) {return efuse_bist_result.efuse_policy_quad_redundant_fuse_check_status;},131
9274,uint32_t get_bist_flag_oct_redundant_status(void) {return efuse_bist_result.efuse_policy_oct_redundant_fuse_check_status;},132
9275,uint32_t get_bist_flag_user_crc_status(void) {return efuse_bist_result.efuse_policy_user_crc_valid_status;},133
9276,uint32_t get_bist_flag_crc0_crc1_status(void) {return efuse_bist_result.efuse_policy_crc0_crc1_valid_status;},134
9277,uint32_t get_bist_flag_ROM_csum_status(void) {return efuse_bist_result.efuse_policy_ROM_eFuse_csum_valid_status;},135
9278,"sdm_return_t efuse_policy_row_readable(uint32_t bank, uint32_t row)",186
9279,"sdm_return_t efuse_policy_row_writable(uint32_t bank, uint32_t row)",218
9280,@param total_num_rows is the number of rows of efuse to write (length of valid data),246
9281,"sdm_return_t efuse_policy_writable_range_check(uint32_t start_row, uint32_t total_num_rows, uint32_t bank)",250
9282,"bool efuse_policy_is_write_production(uint32_t start_row, uint32_t *data, uint32_t total_num_rows) ",271
9283,@param total_num_rows is the number of rows of efuse to write (length of valid data),301
9284,"sdm_return_t efuse_policy_production_fuses_protected_region_check(uint32_t start_row, const uint32_t *data, uint32_t total_num_rows, const uint32_t fuses[])",305
9285,@param total_num_rows is the number of rows of efuse to write (length of valid data),339
9286,"sdm_return_t efuse_policy_crc0en_fuses_protected_region_check(uint32_t start_row, const uint32_t *data, uint32_t total_num_rows, const uint32_t fuses[])",343
9287,@param fuses efuse cache pointer to bank being written (to check existing fuse settings),516
9288,"sdm_return_t efuse_policy_user_security_fuses_check(uint32_t start_row, const uint32_t *data, uint32_t total_num_rows, const uint32_t fuses[], uint32_t is_virtual_write)",520
9289,@param total_num_rows is the number of rows of efuse to write (length of valid data),606
9290,"sdm_return_t efuse_policy_user_crc_en_check(uint32_t start_row, const uint32_t *data, uint32_t total_num_rows, const uint32_t fuses[])",610
9291,@param total_num_rows is the number of rows of efuse to write (length of valid data),635
9292,"sdm_return_t efuse_policy_user_crc_check(uint32_t start_row, const uint32_t * data, uint32_t total_num_rows)",639
9293,@param total_num_rows is the number of rows of efuse to write (length of valid data),672
9294,"sdm_return_t efuse_policy_engdev_fuse_check(uint32_t start_row, const uint32_t *data, uint32_t total_num_rows, const uint32_t fuses[], uint32_t is_virtual_write)",677
9295,@param total_num_rows is the number of rows of efuse to write (length of valid data),727
9296,"sdm_return_t efuse_policy_public_key_check(uint32_t bank, uint32_t start_row, const uint32_t *data, uint32_t total_num_rows, bool bank_specific)",731
9297,@param total_num_rows is the number of rows of efuse to write (length of valid data),820
9298,"sdm_return_t efuse_policy_aes_fuses_check(uint32_t start_row, const uint32_t *data, uint32_t total_num_rows, const uint32_t fuses[])",825
9299,@ param total_num_rows is the number of rows of efuse to write (length of valid data),864
9300,"sdm_return_t efuse_policy_crc1en_fuses_check(uint32_t start_row, const uint32_t *data, uint32_t total_num_rows, const uint32_t fuses[], uint32_t bank)",869
9301,@ param total_num_rows is the number of rows of efuse to write (length of valid data),931
9302,"sdm_return_t efuse_policy_gap_check(uint32_t start_row, const uint32_t *data, uint32_t total_num_rows, uint32_t gapRow, uint32_t gapMask)",936
9303,@param total_num_rows is the number of rows in the data to check (length of valid data),964
9304,"sdm_return_t efuse_policy_quad_redundant_fuse_check(uint32_t bank, uint32_t start_row, const uint32_t *data, uint32_t total_num_rows)",967
9305,@param total_num_rows is the number of rows of efuse to write (length of valid data),1028
9306,"sdm_return_t efuse_policy_oct_redundant_fuse_check(uint32_t start_row, const uint32_t *data, uint32_t total_num_rows)",1031
9307,@ param total_num_rows is the number of rows of efuse to write (length of valid data),1108
9308,"sdm_return_t efuse_policy_write(const uint32_t fuses[], uint32_t bank, uint32_t start_row, const uint32_t *data, uint32_t total_num_rows, uint32_t is_virtual_write)",1112
9309,@ param total_num_rows is the number of rows of efuse to write (length of valid data),1241
9310,"sdm_return_t efuse_policy_bank0_write(const uint32_t fuses[], uint32_t start_row, const uint32_t *data, uint32_t total_num_rows, uint32_t is_virtual_write)",1245
9311,@ param total_num_rows is the number of rows of efuse to write (length of valid data),1301
9312,"sdm_return_t efuse_policy_bank5_write(const uint32_t fuses[], uint32_t start_row, const uint32_t *data, uint32_t total_num_rows, uint32_t is_virtual_write)",1305
9313,sdm_return_t efuse_policy_crc0_crc1_valid(const br_efuse_t *fuses),1358
9314,sdm_return_t efuse_policy_user_crc_valid(const br_efuse_t *fuses),1408
9315,sdm_return_t efuse_policy_ROM_eFuse_csum_valid(const br_efuse_t *fuses),1436
9316,sdm_return_t efuse_policy_user_pubkey_write(const br_efuse_t *fuses),1467
9317,Local defines for the altera_sdm_efuse_eng_cert_zero_check_policy() function.,1492
9318,sdm_return_t cmf_efuse_policy_eng_zero_check(void),1512
9319,"sdm_return_t efuse_policy_key_cancellation_fuse_check(bool is_efuse_write, uint32_t start_row, const uint32_t *data, uint32_t total_num_rows)",1539
9320,static sdm_return_t key_cancellation_bitmask_valid(const uint32_t * p_data),1675
9321,sdm_return_t efuse_policy_user_cancellation_fuse_table_valid(void),1722
9322,void efuse_policy_user_cancellation_fuse_table_init(const uint32_t permitted_usr_cancellation_fuses[]),1737
9323,"sdm_return_t efuse_policy_parameter_range_check(uint32_t bank, uint32_t start_row, uint32_t total_num_rows)",1754
9324,sdm_return_t efuse_policy_bist(void),1795
9325,"sdm_return_t efuse_policy_copy_crc1_protected_region_to_array(const br_efuse_t *pFuses, uint32_t * p_data, uint32_t num_rows)",1931
9326,"static uint32_t extract_efuse_field(const uint32_t * input_data, uint32_t input_start_row, uint32_t input_num_rows, uint32_t * field_data, uint32_t field_start_row, uint32_t field_num_rows)",1962
9327,"static bool user_security_fuses_set(const uint32_t fuses[], uint32_t start_row, uint32_t num_rows, uint32_t skip_user_cancel_fuses)",2035
9328,Copyright (2020) Intel Corporation,3
9329,"source code (""Material"") are owned by Intel Corporation or its suppliers or",6
9330,@brief Primary eFuse write capability for external (mbox-originated) requests. Internal (CMF-originated) ,42
9331,"@param is_virtual_write 0 = burn real eFuses, 1 = write to virtual eFuses (aka eFuse cache)",50
9332,"sdm_return_t altera_sdm_efuse_write(uint32_t bank, uint32_t start_row, uint32_t *p_data, uint32_t num_rows, uint32_t is_virtual_write, uint32_t *p_error_info, uint32_t *p_error_info_length, bool row_repair_enable)",57
9333,"sdm_return_t altera_sdm_user_def_efuse_write(uint32_t bank, uint32_t start_row, uint32_t *p_data, uint32_t num_rows, uint32_t is_virtual_write, uint32_t *p_error_info, uint32_t *p_error_info_length, bool row_repair_enable)",96
